remap_userid	remap_locationid	rate	latitude	longtitude
911	209	1	35.683139000000004	139.69684099999998
911	442	1	35.711951	139.707788
911	1352	1	35.646259	139.627052
911	1316	1	35.739164	139.669924
911	1230	1	35.689674	139.69833400000002
911	387	4	36.0	138.0
911	766	1	35.648156	139.708497
911	283	1	35.698831	139.774762
911	1299	1	43.575332	141.95622
911	559	1	35.938902	139.995726
911	1274	2	35.691860999999996	139.76390700000002
911	649	1	35.689488	139.691706
911	69	5	35.676803	139.675125
911	74	2	35.754969	139.731825
911	816	3	35.768399	139.673599
911	767	1	35.719134999999994	139.705618
911	1481	2	35.782383	139.71084299999998
911	391	100	35.633333	139.616667
911	474	1	35.883333	139.783333
911	75	1	35.540278	139.45083300000002
911	869	16	35.685	139.751389
911	212	3	35.533333	139.633333
911	638	1	35.533333	139.5
911	32	1	35.851110999999996	139.51666699999998
911	373	33	35.733333	139.65
911	723	1	35.738611	139.572222
911	948	4	35.766667	139.633333
911	990	1	35.805	139.72055600000002
911	1051	2	35.75	139.85
911	1296	1	35.683333000000005	139.65
912	820	2	35.686671000000004	139.69368400000002
912	1343	273	35.633998	139.71582800000002
912	231	1	35.715311	140.032779
912	296	3	35.62978	139.794064
912	397	2	35.642210999999996	139.713445
912	163	5	35.166667	136.916667
912	922	3	34.666667	135.5
912	467	7	35.675069	139.763328
912	97	1	35.283611	139.667222
912	1057	2	35.690921	139.70025800000002
912	1005	17	35.633333	139.65
912	1127	2	35.666667	139.783333
912	1221	5	35.45	139.65
912	387	1	36.0	138.0
912	869	2	35.685	139.751389
913	1020	28	35.661675	139.667558
913	222	1	35.45742	139.625871
913	59	2	35.683858	139.703255
913	1286	20	35.66103	139.667127
913	649	4	35.689488	139.691706
913	1230	6	35.689674	139.69833400000002
913	593	2	35.703348999999996	139.577537
913	528	4	35.738516	139.723468
913	1159	1	35.655530999999996	139.692545
913	2	1	35.645084000000004	139.67612
913	1077	4	35.694615	139.700668
913	1063	2	35.672863	139.735614
913	0	3	35.67324	139.732483
913	898	3	35.732141999999996	139.45429
913	863	1	35.685396000000004	139.767926
913	69	3	35.676803	139.675125
913	247	7	35.670168	139.702687
913	1417	1	35.658089000000004	139.701518
913	442	1	35.711951	139.707788
913	209	1	35.683139000000004	139.69684099999998
913	939	1	35.669923	139.70256
913	18	1	35.623005	139.569821
913	513	2	35.655766	139.59044
913	961	1	35.735302000000004	139.554001
913	766	2	35.648156	139.708497
913	794	5	35.697756	139.76059899999998
913	510	3	35.661969	139.699851
913	1487	1	35.700331	139.706029
913	1330	3	35.652502	139.642492
913	372	1	35.703421999999996	139.54372800000002
913	523	1	35.690921	139.70025800000002
913	1274	1	35.691860999999996	139.76390700000002
913	219	1	35.669956	139.68281399999998
913	1113	1	35.622456	139.661834
913	1285	3	35.662	139.69976499999999
913	965	1	35.635740000000006	139.68841
913	503	1	35.716667	139.866667
913	299	1	35.723889	139.522222
913	1276	1	35.833333	139.716667
913	1106	1	35.483333	139.466667
913	386	7	35.683333000000005	139.583333
913	1127	3	35.666667	139.783333
913	1296	6	35.683333000000005	139.65
913	75	1	35.540278	139.45083300000002
913	798	2	35.683333000000005	139.6
913	1125	4	35.655556	139.552222
913	1223	2	35.666667	139.48333300000002
913	565	1	35.670556	139.888611
913	474	5	35.883333	139.783333
913	112	3	35.804722	139.601944
913	212	1	35.533333	139.633333
913	391	3	35.633333	139.616667
913	664	3	35.693056	139.98333300000002
913	638	1	35.533333	139.5
913	869	5	35.685	139.751389
913	1016	2	35.683333000000005	139.416667
913	841	1	35.533333	139.6
913	866	1	35.676418	139.700291
913	1480	1	35.669071	139.703995
914	417	1	35.548894	139.78565600000002
914	387	2	36.0	138.0
914	189	1	35.679662	139.768023
914	1122	1	35.693069	139.80993600000002
914	1414	2	35.728019	139.770705
914	1274	1	35.691860999999996	139.76390700000002
914	428	1	35.762095	139.719725
914	207	1	35.585875	139.67011200000002
914	73	1	35.672152000000004	139.76599099999999
914	913	1	35.735859999999995	139.747233
914	750	1	35.694727	139.778559
914	638	1	35.533333	139.5
915	1263	1	33.945289	-118.399503
915	1303	1	33.9425	-118.40722199999999
915	1341	13	33.980289	-118.45174499999999
915	810	3	40.714269	-74.005973
915	985	5	40.64248	-73.788071
915	1435	26	34.098001000000004	-118.326645
915	645	26	33.944066	-118.408294
915	505	2	37.615223	-122.389979
915	12	1	33.61891	-117.928947
915	191	4	36.134772999999996	-86.668042
915	1436	1	28.412803999999998	-81.310106
915	49	8	34.090009	-118.36174399999999
915	800	4	51.508415	-0.125533
915	60	6	34.147785	-118.14451499999998
915	448	1	33.639975	-84.44403199999999
915	218	2	38.953381	-77.447712
915	817	3	34.005008000000004	-118.81008899999999
915	1373	1	41.42265	-122.386127
915	500	1	34.052234000000006	-118.24368500000001
915	962	1	33.745851	-117.82616599999999
915	1210	2	33.810336	-117.918985
915	1193	1	37.783743	-122.40212700000001
915	871	1	34.420831	-119.69819
915	1252	3	36.974117	-122.030796
915	58	2	36.600238	-121.894676
915	1448	1	37.339386	-121.89495500000001
916	992	1	39.849512	-104.673856
916	61	2	43.038902	-87.906474
916	964	3	39.878664	-104.682105
916	808	1	39.751032	-104.949049
916	769	1	39.848233	-104.675031
916	942	1	33.435035	-112.00728000000001
916	645	1	33.944066	-118.408294
916	951	2	33.636720000000004	-84.428066
916	662	3	33.641289	-84.44225300000001
916	1024	4	35.0	135.75
917	544	4	35.62978	139.794064
917	283	25	35.698831	139.774762
917	1127	2	35.666667	139.783333
917	528	1	35.738516	139.723468
917	568	1	35.65964	139.698041
917	1248	7	35.654888	139.753549
917	455	1	35.678976	139.711398
917	248	2	35.697239	139.761028
917	1032	7	35.690055	139.705894
917	671	1	35.646084	139.82278200000002
917	923	1	35.662496000000004	139.700062
917	915	5	35.697101	139.772637
917	321	5	35.690193	139.786283
917	251	4	35.627373999999996	139.71691299999998
917	341	2	35.647953	139.72543000000002
917	389	1	35.708667	139.773216
917	1038	2	35.701332	139.746229
917	792	2	35.663948	139.73283600000002
917	564	2	35.663826	139.73172
917	1077	1	35.694615	139.700668
917	669	11	35.68371	139.768564
917	765	1	35.671562	139.76017
917	1470	1	35.6197	139.728553
917	897	1	35.633010999999996	139.70834299999999
917	247	1	35.670168	139.702687
917	1230	1	35.689674	139.69833400000002
917	767	2	35.719134999999994	139.705618
917	356	5	35.728484	139.771904
917	545	3	35.692706	139.701274
917	1242	1	35.655772999999996	139.794995
917	351	2	35.659674	139.695398
917	949	1	35.662261	139.697297
917	1523	2	35.694795	139.767294
917	839	1	35.751539	139.80029299999998
917	750	3	35.694727	139.778559
917	74	1	35.754969	139.731825
917	1274	2	35.691860999999996	139.76390700000002
917	1313	7	35.713344	139.777008
917	698	3	35.617551	139.691813
917	649	1	35.689488	139.691706
917	0	1	35.67324	139.732483
917	73	1	35.672152000000004	139.76599099999999
917	1492	1	35.699634	139.768856
917	505	1	37.615223	-122.389979
917	721	1	35.685	139.7514
917	869	1	35.685	139.751389
918	73	18	35.672152000000004	139.76599099999999
918	189	56	35.679662	139.768023
918	1230	3	35.689674	139.69833400000002
918	1497	1	34.984088	135.758094
918	1412	1	35.506218	139.614911
918	679	3	35.657057	139.748379
918	765	4	35.671562	139.76017
918	1406	1	35.626446	139.723444
918	781	6	35.667443	139.758879
918	321	2	35.690193	139.786283
918	1266	4	35.67065	139.771861
918	1135	3	35.665808	139.752301
918	939	1	35.669923	139.70256
918	1297	1	35.649703	139.797887
918	1357	2	35.667076	139.71428500000002
918	1242	2	35.655772999999996	139.794995
918	387	4	36.0	138.0
918	443	1	35.629005	139.737564
918	593	1	35.703348999999996	139.577537
918	1122	3	35.693069	139.80993600000002
918	1249	1	35.656926	139.747137
919	572	8	35.691311999999996	139.699605
919	1286	2	35.66103	139.667127
919	156	2	35.651315999999994	139.636437
919	1234	1	35.643201	139.535761
919	544	5	35.62978	139.794064
919	248	2	35.697239	139.761028
919	1371	3	35.543343	139.445107
919	1357	1	35.667076	139.71428500000002
919	1352	1	35.646259	139.627052
919	991	2	35.729234000000005	139.7117
919	666	1	35.773552	140.388244
919	166	1	35.665038	139.71186200000002
919	436	2	35.688295000000004	139.796291
919	417	5	35.548894	139.78565600000002
919	59	1	35.683858	139.703255
919	771	1	35.669453000000004	139.688494
919	209	3	35.683139000000004	139.69684099999998
919	1270	1	35.630028	139.793839
919	21	1	35.599475	139.67148400000002
919	850	4	35.645003	139.737616
919	915	3	35.697101	139.772637
919	387	3	36.0	138.0
919	1020	1	35.661675	139.667558
919	386	1	35.683333000000005	139.583333
919	1086	11	35.616667	139.55
919	1517	2	35.683333000000005	139.916667
919	869	3	35.685	139.751389
919	1102	9	35.583333	139.533333
919	664	1	35.693056	139.98333300000002
919	299	1	35.723889	139.522222
919	1479	1	35.520556	139.717222
919	391	1	35.633333	139.616667
919	1261	1	35.658333	139.406111
919	1437	1	35.636389	139.574444
919	1053	1	35.533333	139.45
920	820	1	35.686671000000004	139.69368400000002
920	1204	108	32.715329	-117.157255
920	923	1	35.662496000000004	139.700062
920	1069	1	35.659058	139.700593
920	1339	3	35.533035	139.695904
920	1474	3	35.653884999999995	139.745157
920	324	15	37.0	127.5
920	1121	1	35.763889	140.39166699999998
920	915	1	35.697101	139.772637
920	1299	2	43.575332	141.95622
920	387	6	36.0	138.0
920	917	5	35.692778000000004	139.418056
920	138	3	35.556587	139.71993899999998
920	1479	1	35.520556	139.717222
920	869	11	35.685	139.751389
920	385	1	35.674444	139.435
920	986	1	35.783333	140.316667
922	1339	6	35.533035	139.695904
922	1487	1	35.700331	139.706029
922	578	1	40.757584	-73.985642
922	42	1	35.628471000000005	139.73876
922	1480	1	35.669071	139.703995
922	723	5	35.738611	139.572222
922	869	6	35.685	139.751389
922	1479	1	35.520556	139.717222
922	1051	14	35.75	139.85
922	474	4	35.883333	139.783333
922	664	2	35.693056	139.98333300000002
922	990	1	35.805	139.72055600000002
922	1517	5	35.683333000000005	139.916667
922	1127	2	35.666667	139.783333
922	67	2	35.783333	139.783333
922	391	1	35.633333	139.616667
922	948	1	35.766667	139.633333
922	387	3	36.0	138.0
923	1417	1	35.658089000000004	139.701518
923	1406	1	35.626446	139.723444
923	126	5	35.552222	139.779722
923	856	1	35.689821	139.697901
923	922	43	34.666667	135.5
923	387	7	36.0	138.0
923	1474	1	35.653884999999995	139.745157
923	137	1	35.658068	139.751599
923	886	1	21.306944	-157.85833300000002
923	417	1	35.548894	139.78565600000002
923	261	1	35.870556	139.642222
923	1221	2	35.45	139.65
923	1289	1	35.642174	139.713426
923	1057	1	35.690921	139.70025800000002
923	869	3	35.685	139.751389
924	70	4	35.64144	139.755477
924	1242	403	35.655772999999996	139.794995
924	1523	4	35.694795	139.767294
924	1331	2	35.603924	139.734712
924	782	1	35.601921999999995	139.72438300000002
924	1297	8	35.649703	139.797887
924	1149	1	35.648965000000004	139.753066
924	773	4	35.65721	139.914456
924	967	3	35.646754	139.70791200000002
924	1077	6	35.694615	139.700668
924	939	4	35.669923	139.70256
924	169	3	35.613602	139.667892
924	137	53	35.658068	139.751599
924	387	6	36.0	138.0
924	527	4	35.644417	139.699205
924	528	5	35.738516	139.723468
924	1491	5	35.654882	139.753535
924	175	1	35.654429	139.336089
924	530	1	35.619822	139.728565
924	1458	1	35.708861	139.95847
924	669	2	35.68371	139.768564
924	915	17	35.697101	139.772637
924	73	1	35.672152000000004	139.76599099999999
924	341	7	35.647953	139.72543000000002
924	443	12	35.629005	139.737564
924	518	1	35.604659999999996	139.690442
924	1064	1	35.658685	139.697745
924	1094	5	35.658158	139.697173
924	1069	4	35.659058	139.700593
924	290	2	35.673078000000004	139.75995
924	1085	2	35.675426	139.762933
924	1230	1	35.689674	139.69833400000002
924	923	3	35.662496000000004	139.700062
924	159	3	35.711304	139.796639
924	1457	2	35.656579	139.705995
924	698	1	35.617551	139.691813
924	251	1	35.627373999999996	139.71691299999998
924	766	1	35.648156	139.708497
924	587	3	35.64085	139.720842
924	1357	3	35.667076	139.71428500000002
924	792	1	35.663948	139.73283600000002
924	1260	4	35.665355	139.73154499999998
924	21	2	35.599475	139.67148400000002
924	1300	1	35.631335	139.715624
924	167	3	35.702911	139.773087
924	1274	5	35.691860999999996	139.76390700000002
924	1474	2	35.653884999999995	139.745157
924	839	2	35.751539	139.80029299999998
925	494	6	36.846815	-76.285218
925	815	2	36.852926000000004	-75.977985
925	759	1	39.739154	-104.984703
925	92	1	32.843253000000004	-96.850789
925	1511	9	37.270702	-76.70745699999999
925	201	5	29.954648	-90.07507199999999
925	583	4	38.029306	-78.476678
925	173	4	37.553758	-77.460262
925	1334	3	38.149576	-79.071696
925	1282	2	36.978759000000004	-76.428003
925	1265	2	35.500694	-80.00032399999999
925	756	3	37.029869	-76.34522199999999
925	511	1	33.68906	-78.88669399999999
925	1418	1	37.27097	-79.941427
926	1520	84	34.055569	-117.182538
926	1439	1	33.720577	-116.215562
926	1084	572	33.849182	-118.38840800000001
926	550	20	34.07362	-118.400356
926	500	115	34.052234000000006	-118.24368500000001
926	49	4	34.090009	-118.36174399999999
926	802	6	34.046399	-118.44813500000001
926	254	24	33.835848999999996	-118.340629
926	182	21	33.862237	-118.399519
926	60	10	34.147785	-118.14451499999998
926	298	1	33.91918	-118.41646499999999
926	1251	1	34.021122	-118.39646699999999
926	926	13	33.766962	-118.18923500000001
926	343	4	42.375097	-71.10560799999999
926	650	7	42.358431	-71.05977299999999
926	1145	4	33.884736	-118.410909
926	215	1	33.916403	-118.352575
926	114	1	34.180839	-118.308966
926	94	10	34.110881	-118.285675
926	1226	1	33.608357	-117.74533100000001
926	466	15	34.063344	-117.650888
926	1392	1	33.745573	-117.867834
927	1210	1	33.810336	-117.918985
927	1093	3	33.45257	-111.949396
927	253	3	33.432323	-112.00723700000002
927	634	3	47.44443	-122.300497
927	186	2	33.434277	-112.011583
927	11	33	33.448377	-112.074037
927	481	21	33.435598	-112.349602
927	1185	2	33.339501	-111.96952900000001
927	630	1	33.379165	-111.97185900000001
927	317	1	33.301721	-111.898723
927	1333	11	33.422269	-111.82263999999999
927	947	5	33.463710999999996	-111.941332
927	101	3	33.248664	-111.634299
927	1381	1	34.230868	-111.32513600000001
927	234	1	32.879502	-111.757352
928	1107	38	38.254238	-85.759407
928	223	1	25.790654	-80.130045
928	833	7	42.207342	-83.356581
928	688	1	41.411675	-81.834693
928	919	2	37.616781	-122.384005
928	1467	4	37.774929	-122.41941499999999
928	89	2	41.786626	-87.74991
928	1386	1	41.785971999999994	-87.752416
928	1390	3	42.212444	-83.353388
928	258	1	40.777774	-73.873189
928	1006	2	39.055222	-84.66125100000001
928	1456	15	44.883724	-93.211085
928	951	1	33.636720000000004	-84.428066
928	709	1	39.877328000000006	-75.240086
928	1265	5	35.500694	-80.00032399999999
928	1327	1	37.615463	-122.389903
929	159	5	35.711304	139.796639
929	1508	2	35.667328000000005	139.76977
929	1271	1	35.691251	139.701072
929	750	1	35.694727	139.778559
929	1077	1	35.694615	139.700668
929	939	1	35.669923	139.70256
929	869	4	35.685	139.751389
929	387	2	36.0	138.0
929	721	2	35.685	139.7514
929	800	1	51.508415	-0.125533
930	820	3	35.686671000000004	139.69368400000002
930	856	1	35.689821	139.697901
930	231	1	35.715311	140.032779
930	283	3	35.698831	139.774762
930	1491	3	35.654882	139.753535
930	879	3	34.985878	135.758833
930	467	1	35.675069	139.763328
930	443	1	35.629005	139.737564
930	189	1	35.679662	139.768023
930	863	1	35.685396000000004	139.767926
930	321	12	35.690193	139.786283
930	794	1	35.697756	139.76059899999998
930	520	1	35.680994	139.768003
930	1274	8	35.691860999999996	139.76390700000002
930	867	4	35.551355	139.788354
930	933	1	35.660394000000004	139.729218
930	1077	1	35.694615	139.700668
930	313	1	35.645736	139.747575
930	939	1	35.669923	139.70256
930	529	1	35.626364	139.771035
930	31	2	35.672816	139.723998
930	1064	1	35.658685	139.697745
930	1094	1	35.658158	139.697173
930	1021	1	34.730252	135.498126
930	417	3	35.548894	139.78565600000002
930	126	1	35.552222	139.779722
930	1266	1	35.67065	139.771861
930	1344	1	35.658632	139.74541100000002
930	949	1	35.662261	139.697297
930	318	1	35.655501	139.79312
930	459	2	35.666667	139.783333
930	241	2	35.666205	139.731259
930	1248	3	35.654888	139.753549
930	1508	1	35.667328000000005	139.76977
930	697	2	35.681382	139.766084
930	866	1	35.676418	139.700291
930	824	20	35.551866	139.787327
930	1478	1	41.663938	-83.555212
930	1367	2	52.373084000000006	4.899902
930	400	3	35.672302	139.765717
930	391	2	35.633333	139.616667
930	869	1	35.685	139.751389
931	57	33	41.59337	-87.346427
931	288	2	41.600545000000004	-93.60910600000001
931	925	11	39.768377	-86.15804200000001
931	1229	2	35.227087	-80.843127
931	596	2	37.548116	-77.446747
931	637	2	36.072635	-79.791975
931	291	2	45.516779	-73.649179
931	1503	4	29.703002	-98.124453
931	842	2	42.222260999999996	-83.396599
931	1308	2	44.519159	-88.019826
931	552	2	31.549333	-97.14667
931	1076	2	33.425125	-94.047688
931	470	3	42.331427000000005	-83.045754
931	1365	16	32.783056	-96.806667
931	284	9	46.877186	-96.789803
931	16	2	39.114171	-94.62745699999999
931	311	7	39.099727	-94.578567
931	1062	1	40.440625	-79.995886
931	394	1	41.223	-111.97383
932	1217	10	39.847162	-104.675178
932	1387	2	47.448889	-122.309444
932	590	3	39.750518	-104.99913500000001
932	908	2	39.746179999999995	-104.995574
932	964	9	39.878664	-104.682105
932	769	13	39.848233	-104.675031
932	1454	4	39.750298	-105.00008600000001
932	609	5	39.756432000000004	-104.994352
932	759	87	39.739154	-104.984703
932	1476	1	39.74044	-104.97176499999999
932	1436	2	28.412803999999998	-81.310106
932	1415	1	39.680333000000005	-104.936498
932	532	3	30.202231	-97.667128
932	430	2	30.270601	-97.73423299999999
932	5	1	39.746295	-104.979879
932	40	1	39.74389	-104.99037299999999
932	315	2	39.750048	-104.999835
932	148	3	39.743034	-104.978385
932	1493	2	39.746365999999995	-105.00746299999999
932	449	3	37.616476	-122.3839
932	416	4	39.718907	-104.987499
932	236	1	39.748625	-105.00761399999999
932	598	2	39.762366	-105.03527
932	521	1	39.754264	-104.997359
932	1514	5	39.739989	-104.984849
932	210	1	39.562360999999996	-104.87651799999999
932	142	5	33.944066	-118.408294
932	677	5	36.085941	-115.15856000000001
933	1467	1032	37.774929	-122.41941499999999
933	861	594	37.368829999999996	-122.03635
933	1252	8	36.974117	-122.030796
933	1199	11	37.453827000000004	-122.18218700000001
933	836	7	37.386052	-122.083851
933	1190	18	37.250225	-119.75126399999999
933	378	10	37.562992	-122.325525
933	1255	7	37.63049	-122.411084
933	1505	6	37.654656	-122.40775
933	793	18	37.485215000000004	-122.236355
933	1448	8	37.339386	-121.89495500000001
933	412	33	37.441883000000004	-122.143019
933	445	7	37.354108000000004	-121.95523600000001
933	146	2	37.226611	-121.97468
933	1192	20	37.598546999999996	-122.387194
933	1444	4	37.463552	-122.42858600000001
933	195	5	37.507159	-122.260522
933	1090	8	37.584103000000006	-122.366083
933	1267	2	37.831315999999994	-122.285247
933	233	3	37.322998	-122.032182
934	1466	5	33.81136	-117.91733500000001
934	1341	1	33.980289	-118.45174499999999
934	1392	2	33.745573	-117.867834
934	1145	4	33.884736	-118.410909
934	254	2	33.835848999999996	-118.340629
934	1251	2	34.021122	-118.39646699999999
934	1204	3	32.715329	-117.157255
934	500	3	34.052234000000006	-118.24368500000001
934	1203	4	33.158093	-117.350594
934	1388	9	40.641808000000005	-73.783596
936	1014	51	44.979965	-93.263836
936	188	5	44.854686	-93.470786
936	206	5	44.887188	-93.164387
936	415	7	29.763284000000002	-95.363271
936	1204	3	32.715329	-117.157255
936	950	1	44.881234	-93.20311099999999
936	448	4	33.639975	-84.44403199999999
936	483	4	36.08685	-115.145941
936	828	1	36.016259000000005	-114.73712900000001
936	759	3	39.739154	-104.984703
937	992	11	39.849512	-104.673856
937	647	96	39.836653000000005	-105.037205
937	1484	1	39.886782000000004	-105.074592
937	140	1	39.977763	-105.13193000000001
937	1061	13	39.920541	-105.08665
937	1014	1	44.979965	-93.263836
937	810	1	40.714269	-74.005973
937	821	5	39.847192	-104.675223
937	759	46	39.739154	-104.984703
937	1137	1	33.625941	-97.13334499999999
937	987	7	39.780487	-104.96976000000001
937	1022	1	38.894279	-77.431099
937	1124	1	38.953379999999996	-77.44783000000001
937	1293	3	39.743694	-105.017315
937	432	30	39.743505	-105.01723700000001
937	293	1	39.748948999999996	-105.007393
937	724	1	39.80832	-104.93386799999999
937	1176	1	39.395837	-101.052377
937	426	1	35.46756	-97.516428
937	757	3	30.450746000000002	-91.154551
937	1338	2	29.984444	-95.341389
937	1254	1	32.352646	-90.877882
937	1529	2	38.982228000000006	-94.670792
937	620	1	39.766098	-105.077206
937	1366	1	40.014986	-105.270546
937	769	24	39.848233	-104.675031
937	186	2	33.434277	-112.011583
937	274	8	39.647765	-104.98776000000001
937	1082	1	42.212444	-83.353388
937	1478	1	41.663938	-83.555212
937	842	1	42.222260999999996	-83.396599
937	90	2	39.930312	-105.13491100000002
937	214	2	39.780623999999996	-104.89568
937	462	1	39.753861	-104.99541
937	276	2	32.899117	-97.048261
937	1161	2	39.87399	-75.24521800000001
937	463	4	42.369031	-71.028159
937	805	3	39.889447	-105.070399
937	722	1	41.98012	-87.906247
937	132	1	38.997935999999996	-105.55089
937	994	2	32.525152	-93.750179
937	420	3	40.01574	-105.27923899999999
937	246	2	39.481654	-106.038352
938	1119	2	35.667347	139.730626
938	59	2	35.683858	139.703255
938	347	4	35.669626	139.69623700000002
938	455	1	35.678976	139.711398
938	587	9	35.64085	139.720842
938	1474	9	35.653884999999995	139.745157
938	939	10	35.669923	139.70256
938	574	1	35.694003	139.753595
938	387	18	36.0	138.0
938	866	5	35.676418	139.700291
938	116	8	35.667359999999995	139.706898
938	1357	3	35.667076	139.71428500000002
938	1457	1	35.656579	139.705995
938	1131	1	35.658695	139.731948
938	1249	1	35.656926	139.747137
938	510	1	35.661969	139.699851
938	1300	1	35.631335	139.715624
938	1299	3	43.575332	141.95622
938	727	9	35.662178000000004	139.701952
938	225	2	35.552222	139.779722
938	588	2	35.659586	139.729458
938	850	1	35.645003	139.737616
938	488	6	35.590742	139.72948200000002
938	767	2	35.719134999999994	139.705618
938	219	1	35.669956	139.68281399999998
938	1347	1	35.662941	139.73221
938	1492	1	35.699634	139.768856
938	750	1	35.694727	139.778559
938	869	150	35.685	139.751389
938	1005	34	35.633333	139.65
938	380	2	35.665725	139.731004
938	397	4	35.642210999999996	139.713445
938	112	6	35.804722	139.601944
938	1449	2	35.665246999999994	139.712314
938	1127	94	35.666667	139.783333
938	1276	7	35.833333	139.716667
938	385	1	35.674444	139.435
938	32	1	35.851110999999996	139.51666699999998
938	396	1	35.883333	139.633333
938	1125	2	35.655556	139.552222
938	1479	1	35.520556	139.717222
938	119	2	35.683333000000005	139.55
938	391	5	35.633333	139.616667
938	1296	8	35.683333000000005	139.65
938	1051	1	35.75	139.85
938	1517	1	35.683333000000005	139.916667
938	664	1	35.693056	139.98333300000002
938	280	3	35.678451	139.68228200000001
942	60	3	34.147785	-118.14451499999998
942	857	6	37.648546	-118.97207900000001
942	1303	1	33.9425	-118.40722199999999
942	992	1	39.849512	-104.673856
942	1217	1	39.847162	-104.675178
942	453	1	38.900112	-77.01636500000001
942	661	1	30.268401	-97.736078
942	141	2	30.270048	-97.736111
942	1067	1	49.19553	-123.177748
942	932	1	34.019453999999996	-118.49119099999999
942	1145	2	33.884736	-118.410909
943	781	10	35.667443	139.758879
943	986	4	35.783333	140.316667
943	765	2	35.671562	139.76017
943	417	5	35.548894	139.78565600000002
943	1242	1	35.655772999999996	139.794995
943	915	1	35.697101	139.772637
943	593	1	35.703348999999996	139.577537
943	649	2	35.689488	139.691706
943	937	191	35.719722	139.924722
943	387	2	36.0	138.0
943	764	2	33.583333	130.4
943	773	1	35.65721	139.914456
943	1127	137	35.666667	139.783333
943	723	7	35.738611	139.572222
943	1517	7	35.683333000000005	139.916667
943	1409	5	35.716667	139.95
943	1051	3	35.75	139.85
943	869	2	35.685	139.751389
943	565	1	35.670556	139.888611
943	948	3	35.766667	139.633333
943	1223	1	35.666667	139.48333300000002
943	1125	1	35.655556	139.552222
943	1276	1	35.833333	139.716667
943	1288	1	35.533333	139.633333
945	665	39	38.980666	-77.100256
945	453	12	38.900112	-77.01636500000001
945	660	8	38.990666	-77.026088
945	815	4	36.852926000000004	-75.977985
945	648	4	39.290385	-76.612189
945	657	1	38.87202	-77.008829
945	1112	1	40.348718	-74.659047
945	981	1	38.914702	-77.046081
945	1002	1	39.952335	-75.16378900000001
945	1160	3	39.083997	-77.15275799999999
945	263	1	38.912611	-77.00914300000001
945	576	1	39.192885	-76.724137
945	439	1	39.143440999999996	-77.20137
945	716	2	38.890390000000004	-77.08414499999999
945	1175	3	39.267328000000006	-76.798307
951	1458	3	35.708861	139.95847
951	356	11	35.728484	139.771904
951	1242	4	35.655772999999996	139.794995
951	1149	19	35.648965000000004	139.753066
951	389	1	35.708667	139.773216
951	781	1	35.667443	139.758879
951	765	1	35.671562	139.76017
951	1313	9	35.713344	139.777008
951	915	1	35.697101	139.772637
951	559	5	35.938902	139.995726
951	649	1	35.689488	139.691706
951	1274	1	35.691860999999996	139.76390700000002
951	1474	1	35.653884999999995	139.745157
951	73	1	35.672152000000004	139.76599099999999
951	669	1	35.68371	139.768564
951	1201	1	34.985458	135.757755
951	1297	1	35.649703	139.797887
951	1135	1	35.665808	139.752301
952	1376	132	38.804836	-77.046921
952	453	106	38.900112	-77.01636500000001
952	446	2	38.900413	-77.044168
952	1099	6	38.849802000000004	-77.039775
952	801	4	41.978563	-87.901799
952	599	2	41.948124	-87.65598
952	1377	2	39.174578000000004	-76.670897
952	982	2	40.272453000000006	-76.90567
952	934	1	39.414269	-77.41054100000001
952	1469	6	38.846224	-77.306373
952	716	3	38.890390000000004	-77.08414499999999
952	660	3	38.990666	-77.026088
952	238	2	39.179503000000004	-76.667362
952	981	4	38.914702	-77.046081
952	52	8	38.955582	-77.448402
952	1132	7	42.500558000000005	-90.66457199999999
953	453	1	38.900112	-77.01636500000001
953	583	1	38.029306	-78.476678
953	1160	12	39.083997	-77.15275799999999
953	524	1	41.850033	-87.650052
953	1187	1	41.98012	-87.906247
953	1099	2	38.849802000000004	-77.039775
953	505	2	37.615223	-122.389979
953	1467	7	37.774929	-122.41941499999999
953	447	1	37.871593	-122.272747
953	190	2	37.859094	-122.485251
953	272	1	37.769968	-122.467174
953	448	1	33.639975	-84.44403199999999
953	1377	1	39.174578000000004	-76.670897
953	276	3	32.899117	-97.048261
953	1365	10	32.783056	-96.806667
953	900	4	38.956528000000006	-77.447488
953	226	1	30.202633000000002	-97.668146
953	951	2	33.636720000000004	-84.428066
953	806	6	47.606209	-122.332071
953	759	2	39.739154	-104.984703
954	1091	538	39.173162	-77.27165
954	105	2	34.949567	-81.932048
954	453	7	38.900112	-77.01636500000001
954	1265	2	35.500694	-80.00032399999999
954	511	4	33.68906	-78.88669399999999
954	1374	4	36.104826	-115.16758600000001
954	1177	3	36.084631	-115.149751
954	944	1	39.364283	-74.422927
954	479	2	38.934278000000006	-77.17748
954	1160	2	39.083997	-77.15275799999999
957	61	460	43.038902	-87.906474
957	524	5	41.850033	-87.650052
957	453	2	38.900112	-77.01636500000001
957	645	1	33.944066	-118.408294
957	500	4	34.052234000000006	-118.24368500000001
957	253	4	33.432323	-112.00723700000002
957	168	1	33.414768	-111.90931
957	1436	1	28.412803999999998	-81.310106
957	374	2	28.538334999999996	-81.379237
957	136	12	36.233048	-115.246776
957	1216	4	41.499495	-81.695409
957	1448	8	37.339386	-121.89495500000001
957	1467	2	37.774929	-122.41941499999999
958	466	3	34.063344	-117.650888
958	1267	1	37.831315999999994	-122.285247
